intellect,n.智力
finance,"n.财政,金融,财政学vt.供给...经费,负担经费vi.筹措资金"
merit,"n.优点,价值v.有益于"
pension,"n.养老金,退休金"
reflect,"v.反射,反映,表现,反省,细想"
conversation,"n.会话,交谈"
donate,"v.捐赠,赠予"
insult,"n.侮辱,凌辱vt.侮辱,凌辱"
stretch,"v.伸展,伸长n.一段时间,一段路程,伸展"
advantage,"n.优势,有利条件,利益"
substitute,"n.代用品,代替者,替代品v.代替,替换,替代"
chaos,"n.混乱,混沌(宇宙未形成前的情形)"
enlist,"v.征募,谋取(支持、赞助等),应募,赞助,支持,征召,参军"
nurture,"n.养育,教育,教养,营养品vt.养育,给与营养物,教养"
demand,"n.要求,需求(量),需要v.要求,需要,要求知道,查询"
independent,"n.中立派,无党派者adj.独立自主的,不受约束的"
nutrient,adj.有营养的
sequence,"n.次序,顺序,序列"
advise,"vt.劝告,忠告,警告,建议"
indicate,"vt.指出,显示,象征,预示,需要,简要地说明"
perform,"vt.履行,执行,表演,演出v.完成任务"
series,"n.连续,系列,丛书,级数"
withhold,"vt.使停止,拒给,保留,抑制vi.忍住"
charter,"vt.租,包(船、车等)n.宪章"
withstand,"vt.抵挡,经受住"
affair,"n.事务,事件,私事,恋爱事件,(尤指关系不长久的)风流韵事"
enroll,"v.[亦作enrol] 登记,招收,使入伍(或入会、入学等),参加,成为成员"
indifferent,adj.无关紧要的
lineage,"n.血统,世系"
affect,"vt.影响,感动,侵袭,假装"
denote,"vt.指示,表示"
indignant,"adj.愤怒的,愤慨的"
region,"n.区域,地方,(世界上某个特定的)地区,(艺术,科学等的)领域,(大气,海水等的)层"
affiliate,"v.(使...)加入,接受为会员"
hostage,"n.人质,抵押品"
transparent,"adj.透明的,显然的,明晰的"
warehouse,"n.仓库,货栈,大商店vt.贮入仓库,<俚>[经]以他人名义购进(股票)"
annually,"adv.一年一次,每年"
third-party,
platform,"n.(车站)月台,讲台,讲坛 平台"
rap,"n.叩击,轻拍,轻敲,斥责vt.敲,拍,打,厉声说出,斥责,使着迷vi.敲击,交谈 [军] Rocket Assisted Projectile,火箭助推炮弹"
rethink,"v.再想,重想"
binary,"adj.二进位的,二元的"
deficiency,"n.缺乏,不足"
caregiver,
transgression,"n.违反,犯罪,[地]海侵,海进"
prosocial,"adj.亲社会的,忠实(或拘泥)于既定社会道德准则的"
permission,"n.许可,允许"
convert,"n.皈依者vt.使转变,转换...,使...改变信仰"
establishment,"n.确立,制定,设施,公司,军事组织"
renovation,n.革新
sorrow,"n.悲哀,悲痛"
afford,"vt.提供,给予,供应得起,"
firm,"n.公司,(合伙)商号adj.结实的,坚硬的,坚定的,坚固的,牢固的,稳固的,严格的vt.使牢固,使坚定vi.变稳固,变坚实adv.稳固地,坚定地"
grieve,"v.(使)悲痛,(使)伤心,忧伤"
regret,"n.遗憾,悔恨,抱歉,歉意vt.为...感到遗憾,后悔,惋惜,哀悼,懊悔vi.感到抱歉"
depart,"vi.离开,起程,不按照,逝世adj.过去的,逝世的"
induce,"vt.劝诱,促使,导致,引起,感应"
regular,"adj.规则的,有秩序的,经常的,(花)整齐的,常备军的,等边的,合格的,定期的n.正规军,正式队员adv.经常地n.正常体"
agency,"n.代理处,行销处,代理,中介"
department,"n.部,局,处,科,部门,系,学部"
literary,"adj.文学(上)的,从事写作的,文艺的,精通文学的,书本的"
persist,"vi.坚持,持续"
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
misery,
aggravate,"vt.使恶化,加重"
environment,"n.环境,外界"
overstate,"vt.夸大的叙述,夸张"
aggressive,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的"
uphold,"vt.支持,赞成"
flare,"n.闪光,闪耀vi.闪光,突然烧起来,闪耀vt.使闪耀,使张开"
misinterpret,vt.曲解
pessimistic,"adj.悲观的,厌世的"
cement,"n.水泥,接合剂vt.接合,用水泥涂,巩固vi.粘牢"
commute,"v.交换,抵偿,减刑,<电工>整流"
intangible,"adj.难以明了的,无形的"
material,"n.材料,原料,物资,素材,布料adj.物质的,肉体的,具体的,重要的,实质性的"
prominent,"adj.卓越的,显著的,突出的"
rental,"n.租金额,租金收入,租贷adj.租用的"
safeguard,"vt.维护,保护,捍卫n.安全装置,安全措施"
unsurpassed,"adj.未被凌驾的,非常卓越的"
unexpected,"adj.想不到的,意外的,未预料到"
depute,v.委托
philharmonic,adj.爱好音乐的n.交响乐团
relate,"vt.叙述,讲,使联系,发生关系"
tolerate,"vt.忍受,容忍"
episode,"n.一段情节,[音]插曲,插话,有趣的事件"
beneficial,"adj.有益的,受益的,[法律]有使用权的adj.有益的,得利的,[律]有使用权的"
philosophy,"n.哲学,哲学体系,达观,冷静"
worship,"n.崇拜,礼拜,尊敬vi.敬神,拜神vt.崇拜,尊敬"
derive,vt.得自vi.起源
hunt,"v.打猎,猎取,搜索,搜寻,猎获n.打猎,猎取,搜索,搜寻,狩猎"
release,"n.释放,让渡,豁免,发行的书,释放证书vt.释放,解放,放弃,让与,免除,发表n.版本,发布"
descend,"vi.下来,下降,遗传(指财产,气质,权利),突击,出其不意的拜访v.下去"
equip,"vt.装备,配备,训练,准备行装"
present,"n.赠品,礼物,现在,瞄准adj.现在的,出席的,当面的vt.介绍,引见,给,赠送,上演,提出,呈现vi.举枪瞄准"
recession,"n.撤回,退回,退后,工商业之衰退,不景气"
shareholder,n.股东
infer,v.推断
bound,"n.跃进,跳,范围,限度adj.正要启程的,开往...去的,被束缚的,装订的v.跳跃,限制"
relieve,"vt.减轻,解除,援救,救济,换班"
lounge,"n.闲逛,休闲室,长沙发vi.闲荡,懒洋洋地躺卧vt.虚度光阴"
press,"n.压,按,印刷,压力,拥挤,紧握,新闻vt.压,压榨,紧抱,逼迫vi.压,逼迫,拥挤,受压"
compact,"adj.紧凑的,紧密的,简洁的n.契约,合同,小粉盒"
disastrous,"adj.损失惨重的,悲伤的"
integrity,"n.正直,诚实,完整,完全,完整性"
prompt,"n.提示,付款期限vt.提示,鼓动,促使,(给演员)提白adj.敏捷的,迅速的,即时的adv.准时地"
structure,"n.结构,构造,建筑物vt.建筑,构成,组织"
desperate,"adj.不顾一切的,拚死的,令人绝望的"
desire,"vt.想望,期望,希望,请求(官方丈礼)n.愿望,心愿,要求v.要求"
inflate,"vt.使膨胀,使得意,使(通货)膨胀,使充气vi.充气,膨胀"
chronology,"n.年代学,年表"
influence,"n.影响,感化,势力,有影响的人(或事),(电磁)感应vt.影响,改变"
pretend,"vt.假装,装扮,(作为藉口或理由)伪称"
brand,"n.商标,牌子,烙印vt.打火印,污辱"
destruct,adj.破坏的n.故意或有计划的破坏vi.破坏
essential,"adj.本质的,实质的,基本的,提炼的,精华的n.本质,实质,要素,要点"
inform,"v.(～ of/about) 通知,告诉,获悉,告知"
remark,"n.备注,评论,注意,注释vt.评论,注意,谈及vi.谈论"
establish,"vt.建立,设立,安置,使定居,使人民接受,确定v.建立"
prevail,"vi.流行,盛行,获胜,成功"
trace,"n.痕迹,踪迹,微量,迹线,缰绳vt.描绘,映描,画轮廓,追踪,回溯,探索vi.上溯,沿路走"
detail,"n.细节,详情vt.详述,细说"
prevent,"v.防止,预防"
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟n.同盟国,支持者"
estimate,"v.估计,估价,评估n.估计,估价,评估"
modest,"adj.谦虚的,谦让的,适度的"
allocate,"vt.分派,分配"
ethics,"n.偶尔,道德规范"
modify,"vt.更改,修改v.修改"
circumstance,"n.环境,详情,境况"
molecule,"n.[化]分子,些微"
tradition,"n.传统,惯例"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
charity,"n.慈善,施舍,慈善团体,"
correspondence," /n.函授 principle//n.对 school//n.函授/n.相应,通信,信件/纬"
mass,"n.块,大多数,质量,群众,大量adj.群众的,大规模的,集中的vt.使集合vi.聚集"
drastic,"adj.激烈的,(药性等)猛烈的"
humanity,"n.人性,人类,博爱,仁慈"
pave,
rectify,"vt.矫正,调整,[化]精馏"
updated,
broadcast,"n.广播,播音v.播撒(种子),广播 (无线电或电视)广播 播送,播放"
alphabet,n.字母表
innovation,"n.改革,创新"
prime,"n.最初,青春,精华adj.主要的,最初的,有青春活力的,最好的,第一流的,根本的,[数]素数的v.预先准备好,<口>让人吃(喝)足,灌注,填装"
alter,v.改变
enquiry,n.询问
inquiry,"n.质询,调查"
monopoly,"n.垄断,垄断者,专利权,专利事业"
dialect,"n.方言,语调"
replace,"vt.取代,替换,代替,把...放回原处"
transform,"vt.转换,改变,改造,使...变形vi.改变,转化,变换n.[数]变换(式),[语]转换"
classical,"adj.古典的,正统派的,古典文学的"
prior,"adj.优先的,在前的n.预先adv.在"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
insist,"v.坚持,强调"
dilemma,"n.进退两难的局面,困难的选择"
represent,"vt.表现,描绘,声称,象征,扮演,回忆,再赠送,再上演vi.提出异议"
affirm,"v.断言,确认,肯定"
intention,"n.意图,目的"
propaganda,"n.宣传,[天主教]传道总会"
substance,"n.物质,实质,主旨,物质,物"
amount,"n.数量vi.(to) 总计,等于"
procedure,"n.程序,手续"
analogue,"n.相似物,类似情况,对等的人"
multiple,"adj.多样的,多重的n.倍数,若干v.成倍增加"
analyse,"vt.分析,分解n.分析"
analyze,"vt.分析,分解"
institute,"n.学会,学院,协会vt.创立,开始,制定,开始(调查),提起(诉讼)"
legislation,"n.立法,法律的制定(或通过)"
ancestor,"n.祖先,祖宗"
sink,"vi.沉下,(使)下沉n.水槽,水池 接收器"
moisture,"n.潮湿,湿气"
fend,"vt.保护,谋生,供养,挡开vi.<英>努力,力争,供养,照料"
insect,"n.昆虫,卑鄙的人adj..虫的,虫子一样的,对付虫子的"
proceeds,n.pl.收益
biofuel,"n.生物燃料(指曾经为活质的燃料,如煤)"
recreation,"n.消遣,娱乐"
finalize,"v.把(计划,稿件等)最后定下来,定案"
shortage,"n.不足,缺乏"
obstruct,"v.阻隔,阻塞,遮断(道路、通道等)n.阻碍物,障碍物"
undocumented,"adj.无正式文件的,无事实证明的"
intensive,"adj.强烈的,精深的,透彻的,[语法]加强语气的n.加强器"
found,"v.建立,创立,创办,使有根据,铸造,熔制"
recognise,"v.承认,识别,认可"
recognize,"vt.认可,承认,公认,赏识vi.具结"
physical,"adj.身体的,物质的,自然的,物理的n.体格检查"
affordable,
dropout,"n.退学学生,中途退学,辍学学生"
endurance,"n.忍耐(力),持久(力),耐久(性)"
infrastructure,"n.下部构造,基础下部组织"
spectrum,"n.光,光谱,型谱 频谱"
intend,"vt.想要,打算,意指,意谓"
resist,"vt.抵抗,反抗,抗,忍得住"
fragile,"adj.易碎的,脆的"
intense,"adj.强烈的,剧烈的,热切的,热情的,激烈的"
respect,"n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意vt.尊敬,尊重,不防碍"
anthropology,n.人类学
exhibit,"vt.展出,陈列n.展览品,陈列品,展品v.展示"
coincide,"vi.一致,符合"
restore,"vt.恢复,使回复,归还,交还,修复,重建"
restrict,"vt.限制,约束,限定"
turbulent,"adj.狂暴的,吵闹的"
apart,"adv.分离,分成零件,分别地,分离着adj.分开的"
turnaround,"n.回车场,转变,转向,(经济,营业等的)突然好转"
colleague,"n.同事,同僚"
dismiss,"vt.解散,下课,开除,解职,使(或让)离开vi.解散"
turnover,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转adj.有一部分翻转的,可翻转的"
disorder,"n.杂乱,混乱,无秩序状态vt.扰乱,使失调,使紊乱"
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
reflection,"n.反射,映象,倒影,反省,沉思,反映"
tension,"n.紧张(状态),不安,拉紧,压力,张力,牵力,电压vt.拉紧,使紧张"
survive,"v.幸免于,幸存,生还"
apply,"vt.申请,应用vi.申请,适用"
intimate,"adj.亲密的,隐私的vt.宣布,明白表示n.熟友"
plate,"n.盘子,金属板,图版,金银餐具vt.镀(金,银等),电镀,给...装钢板"
appoint,"vt.约定,指定(时间,地点),任命,委任"
type,"n.类型,典型,模范,[印刷]活字,铅字v.打字,测定(血等)类型"
fulfil,"vt.实践,履行,实行,结束,满足,完成,达到"
fulfill,"vt.履行,实现,完成(计划等)"
apprehend,v.领会理解
explicit,"adj.外在的,清楚的,直率的,(租金等)直接付款的"
approach,"n.接近,逼近,走进,方法,步骤,途径,通路vt.接近,动手处理vi.靠近"
intuition,"n.直觉,直觉的知识"
reverse,"n.相反,背面,反面,倒退adj.相反的,倒转的,颠倒的vt.颠倒,倒转"
approval,"n.赞成,承认,正式批准"
distant,"adj.远的,关系远的(亲戚),疏远的,间隔的,冷漠的"
explore,"v.探险,探测,探究"
pledge,"n.保证,誓言,抵押,抵押品vt.保证,使发誓,抵押,典当,举杯祝...健康"
express,"adj.急速的,特殊的,明确的n.快车,快递,专使vt.表达,表示adv.乘快车,以快递方式"
invert,"adj.转化的vt.使颠倒,使转化n.颠倒的事物"
distribute,"vt.分发,分配,散布,分布,分类,分区v.分发"
revolution,"n.革命,旋转"
commercial,"adj.商业的,贸易的"
investigate,"v.调查,研究"
diverse,"adj.不同的,变化多的"
astronomer,n.天文学家
illuminate,"vt.照明,照亮,阐明,说明,使灿烂,以灯火装饰(街道等)vi.照亮"
prosecution,"n.进行,经营,检举,起诉"
extinguish,"vt.熄灭,消灭,压制,使黯然失色,偿清"
irony,"n.反话,讽刺,讽刺之事"
extravagant,"adj.奢侈的,浪费的,过分的,放纵的"
communicate,"v.沟通,通信,(房间、道路、花园等)相通,传达,感染"
array,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列"
address,"n.地址,致辞,演讲,说话的技巧vt.向...致辞,演说,写姓名地址,从事,忙于"
dominate,"v.支配,占优势"
special,"n.特派员,专车,专刊adj.特别的,特殊的,专门的,专用的"
specify,"vt.指定,详细说明,列入清单"
incentive,n.动机adj.激励的
compel,"vt.强迫,迫使"
compensate,"v.偿还,补偿,付报酬"
risk,"vt.冒...的危险n.冒险,风险"
aspect,"n.样子,外表,面貌,(问题等的)方面"
aspire,"vi.热望,立志"
drama,"n.(在舞台上演的)戏剧,戏剧艺术"
possess,"vt.占有,拥有,持有,摆布,支配"
aggressively,"adv.侵略地,攻势地"
enrollment,"n.登记,注册,入伍,入会,入学"
prosperity,n.繁荣
schedule,"n.时间表,进度表v.确定时间"
tragic,"adj.悲惨的,悲剧的n.(文艺作品或生活中的)悲剧因素,悲剧风格"
sponsor,"n.发起人,主办者,保证人,主办人vt.发起,主办v.赞助"
spontaneous,"adj.自发的,自然产生的"
asset,"n.资产,有用的东西"
compose,"v.组成,写作,排字,(使)安定,调解"
assign,"vt.分配,指派v.赋值 [计] 将驱动器符重定向至第二个驱动器符"
federal,"adj.联邦的,联合的,联邦制的,同盟的n.(南北战争时期)北部联邦同盟盟员 北京连邦软件产业发展公司,国内主要的正版软件经销商"
assimilate,v.吸收
assist,"v.援助,帮助"
concern,"vt.涉及,关系到n.(利害)关系,关心,关注,关注,所关心的是"
assure,"vt.断然地说,确告,保证,担保"
astound,"vt.使惊骇,使大吃一惊"
precedent,n.先例
astrology,"n.占星术,占星学(以观测天象来预卜人间事务的一种方术)"
confer,"vt.授予(称号、学位等),赠与,把...赠与,协议v.协商,交换意见"
precise,"adj.精确的,准确的n.精确"
stake,n.树桩
conflict,"n.斗争,冲突vi.抵触,冲突"
attempt,"n.努力,尝试,企图vt.尝试,企图"
dynamic,"adj.动力的,动力学的,动态的"
dynamical,"adj.动力(学),有力量的"
confront,"vt.使面临,对抗"
pregnant,"adj.怀孕的,重要的,富有意义的,孕育的"
classify,"vt.分类,分等"
inherited,"adj.通过继承得到的,遗传的 继承权的"
interrupted,
scheme,"n.安排,配置,计划,阴谋,方案,图解,摘要v.计划,设计,图谋,策划"
attract,"vt.吸引vi.有吸引力,引起注意"
connect,"v.连接,联合,关连"
conscious,
profound,"adj.深刻的,意义深远的,渊博的,造诣深的"
conserve,"vt.保存,保藏"
prolong,"vt.延长,拖延"
consist,"vi.由...组成,在于,一致"
avail,"vi.有益于,有帮助,有用,有利vt.有利于n.效用,利益"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
constitution,"n.宪法,构造,体质,体格,国体,章程,惯例"
stick,"n.棍,棒,手杖v.粘住,粘贴vt.刺,戳"
construct,"vt.建造,构造,创立"
propagate,"v.繁殖,传播,宣传"
stimulate,"vt.刺激,激励v.刺激,激励"
intimidate,v.胁迫
mention,"vt.提及,说起n.提及,说起v.论及,提及"
superiority,"n.优越,高傲"
decline,"vi.下倾,下降,下垂v.拒绝,衰落n.下倾,下降,下垂,斜面,斜坡,衰败,衰落"
exclude,"vt.拒绝接纳,把...排除在外,排斥"
gap,"n.缺口,裂口,间隙,缝隙,差距,隔阂"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
allay,"vt.减轻,减少"
avalanche,n.雪崩v.雪崩
outlet,"n.出口,出路"
resemble,"vt.象,类似"
lever,"n.杆,杠杆,控制杆v.抬起"
depredation,"n.掠夺,破坏痕迹"
tackle,"n.工具,复滑车,滑车,用具,装备,扭倒vt.固定,应付(难事等),处理,解决,抓住vi.捉住,扭住,扭倒"
pragmatist,"n.实用主义者,爱管闲事的人"
averse,"adj.不愿意的,反对的"
back,"adj.后面的,在后面,早过去的,前(欠)的钱adv.向后地n.背部,后面v.后退,支持"
cake,"n.蛋糕,饼,块,"
daily,"adj.每日的,日常的adv.每日,日常地,天天n.日报,<美口>朝来夜去的女佣"
face,"n.脸,面容,表情,威信,正面,地形,外观vt.面对,面向,面临,承认,抹盖vi.朝,向"
