divulge,"vt.泄露,暴露"
generic,"adj.[生物]属的,类的,一般的,普通的,非特殊的"
inclusive,
exhaustive,"adj.无遗漏的,彻底的,详尽的,无遗的"
thorough,"adj.十分的,彻底的"
sequential,"adj.连续的,相续的,有继的,有顺序的,结果的"
successively,"adv.接连着,继续地"
canned,"adj.罐装的,录音的,一稿数用的,喝醉了的"
formulaic,"adj.(根据)公式的,用俗套话堆砌成的,刻板的"
feign,"vt.假装,装作,捏造,<古>想象vi.作假"
false,"adj.错误的,虚伪的,假的,无信义的,伪造的,人工的,不老实的adv.欺诈地"
daunting,adj.使人畏缩的
formidable,"adj.强大的,令人敬畏的,可怕的,艰难的"
sensational,"adj.使人感动的,非常好的"
forbidding,"adj.可怕的,令人难亲近的"
opulent,"adj.富裕的,丰富的,丰饶的,繁茂的"
affluent,"adj.丰富的,富裕的"
pervasive,adj.普遍深入的
rife,adj.普遍的
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
compensate,"v.偿还,补偿,付报酬"
omnipresent,"adj.无所不在的,同时遍在的"
ubiquitous,"adj.到处存在的,(同时)普遍存在的"
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
dilatory,"adj.拖拉的,不慌不忙的"
laggard,
generic,"adj.[生物]属的,类的,一般的,普通的,非特殊的"
inclusive,
sensational,"adj.使人感动的,非常好的"
daunting,adj.使人畏缩的
lurid,"adj.<罕>苍白的,可怕的,血红的,耸人听闻的"
convoluted,"adj.旋绕的,费解的"
intricate,"adj.复杂的,错综的,难以理解的"
tortuous,"adj.曲折的,转弯抹角的"
widespread,"adj.分布广泛的,普遍的"
extensive,"adj.广大的,广阔的,广泛的"
prevalent,"adj.普遍的,流行的"
compliant,"adj.顺从的,适应的"
tractable,"adj.易驾驭的,驯良的,易管教的,易处理的"
trifling,adj.不重要的
minimal,"adj.最小的,最小限度的"
tantamount to,
synonymous with,
espouse,"vt.嫁娶,支持,赞成"
advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹"
defend,"vt.防护,辩护,防卫,[律]作...的辩护律师"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
fractious,"adj.易怒的,倔强的,脾气不好的"
skittish,"adj.易激动的,轻佻的"
figurative,"adj.比喻的,修饰丰富的,形容多的"
symbolic,"adj.象征的,符号的"
impeccable,"adj.没有缺点的,不会做坏事的"
flawless,"adj.无瑕疵的,无缺点的,无裂缝的"
stifle,"vt.使窒息,抑制vi.窒息,闷死"
shackle,"n.手铐,脚镣,桎梏,束缚物vt.加桎梏,加枷锁,束缚"
smother,v.窒息
pragmatic,"adj.国事的,团体事务的,实际的,注重实效的"
realistic,adj.现实(主义)的
didactic,"adj.教诲的,说教的"
preachy,"adj.爱讲道的,爱唠叨的"
archaic,"adj.古老的,古代的,陈旧的"
antediluvian,"adj.(<<圣经>>中所说的)大洪水前的,上古的,古风的n.大洪水以前的人,很老的人,老古董"
outdated,"adj.过时的,不流行的"
ubiquitous,"adj.到处存在的,(同时)普遍存在的"
omnipresent,"adj.无所不在的,同时遍在的"
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
predilection,"n.爱好,偏袒"
proclivity,n.倾向
preference,"n.偏爱,优先选择"
diminutive,"adj.小的,指小的,小型的n.小的人,指小辞,指小词,爱称"
minuscule,"n.草写小字adj.用草写小字写的,极小的"
illustrious,adj.杰出的
distinguished,"adj.卓著的,著名的,高贵的"
prominent,"adj.卓越的,显著的,突出的"
trivial,"adj.琐细的,价值不高的,微不足道的"
inconsequential,
immaterial,adj.非实质的
sketchy,adj.粗略的
superficial,"adj.表面的,肤浅的,浅薄的"
undeveloped,"adj.不发达的,未开发的"
rudimentary,"adj.根本的,未发展的"
dovish,"adj.鸽派的,稳健的"
pacific,
presage,n.预兆v.预示
portend,v.预示
abstemious,"adj.有节制的,节约的"
austere,"adj.严峻的,严厉的,操行上一丝不苟的,简朴的"
moderate,"adj.中等的,适度的,适中的v.缓和"
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
fickle,"adj.(在感情等方面)变幻无常的,浮躁的,薄情的"
volatile,"adj.飞行的,挥发性的,可变的,不稳定的,轻快的,爆炸性的n.[现罕]有翅的动物,挥发物"
flighty,"adj.忽发奇想的,反复无常的,轻浮的,轻狂的,心情浮动的"
erratic,"adj.无确定路线,不稳定的,奇怪的n.古怪的人,漂泊无定的人"
capricious,adj.反复无常的
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
vacillate,v.犹豫不定
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
irresolution,"n.不决断,优柔寡断,犹豫不定"
devious,"adj.偏僻的,迂回的,曲折的"
indirect,"adj.间接的,迂回的"
astute,"adj.机敏的,狡猾的"
shrewd,adj.精明
consensus,"n.一致同意,多数人的意见,舆论"
accord,"n.一致,符合,调和,协定;vt.一致,给与;vi.符合"
salient,"adj.易见的,显著的,突出的,跳跃的n.凸角,突出部分"
prominent,"adj.卓越的,显著的,突出的"
obtrusive,"adj.强迫人的,突出的,鲁莽的,令人厌恶的,过分炫耀的"
conspicuous,adj.显著的
visible,"adj.看得见的,明显的,显著的n.可见物"
camaraderie,"n.同志之爱,友情"
solidarity,n.团结
cordial,"n.兴奋剂,兴奋性饮料adj.热忱的,诚恳的,兴奋的"
easygoing,"adj.逍遥自在的,悠闲的,懒散的,(马)行动时平稳自在的,(品德)放荡的,不严肃的"
affable,adj.和蔼可亲的
conviviality,"n.欢宴,高兴,欢乐"
tribute,"n.贡品,礼物,颂词,殷勤,贡物"
encomium,"n.赞辞,赞美,称赞"
lambaste,"vt.痛打,严责"
denounce,"vt.公开指责,公然抨击,谴责"
undercut,"n.底切,牛腰部下侧嫩肉,砍口,削球vt.廉价出售,底切,雕出,从下边削球vi.底切"
subvert,"vt.推翻,暗中破坏,搅乱"
impair,v.削弱
undermine,v.破坏
paradigm,n.范例
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
robust,adj.精力充沛的
strong,"adj.强,强壮的,坚固的,浓的,强烈的,强大的,强的,强硬的"
betoken,vt.预示
signify,"vt.表示,意味vi.要紧,有重要性v.颇为重要,表示"
conceal,"vt.隐藏,隐蔽,隐瞒v.隐蔽"
veil,"n.面纱,面罩,帐,幕,掩饰物,遮蔽物,口实,假托vt.戴面纱,隐藏,遮蔽,掩饰vi.蒙上面纱"
hide,"n.兽皮,皮革v.剥...的皮,痛打,隐藏,掩藏,隐瞒,掩饰"
itinerant,adj.巡回的n.巡回者
peripatetic,"adj.逍遥学派的,走来走去的n.走来走去的人,逍遥学派的人"
sober,adj.冷静的v.镇定
level-headed,
affirmative,"adj.肯定的,(对正式辩论中的问题)表示赞成的,(态度,方法等)积极的,乐观的,怀有希望的n.肯定语"
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
emendation,"n.修订,校正,修正"
revision,"n.修订,修改,修正,修订本"
retrenchment,"n.节省,删除"
curtailment,"n.缩减,缩短"
commensurate,"adj.相称的,相当的"
proportionate,adj.成比例的v.成比例
long-winded,
verbose,"adj.详细的,冗长的"
prolix,"adj.冗长的,说话罗嗦的"
forbidding,"adj.可怕的,令人难亲近的"
daunting,adj.使人畏缩的
diligent,"adj.勤勉的,用功的,细心而继续不断的"
industrious,"adj.勤勉的,刻苦的"
engaging,"adj.动人的,有魅力的,迷人的"
winning,"n.胜利,获得,成功,赢得物adj.得胜的,胜利的,动人的"
evanescent,"adj.渐消失的,易消散的,会凋零的"
momentary,"adj.瞬间的,刹那间的"
rudimentary,"adj.根本的,未发展的"
elementary,"adj.初步的,基本的,[化]元素的,自然力的"
sketchy,adj.粗略的
embryonic,"adj.[生]胚胎的,开始的"
circumscribe,"vt.在...周围画线,限制"
confine,"vt.限制,禁闭n.界限,边界"
limit,"n.界限,限度,限制vt.限制,限定"
elude,v.躲避
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
detriment,"n.损害,损害物"
deleterious,"adj.有害的,有毒的"
quixotic,"adj.唐吉诃德式的,狂想家的"
idealistic,"adj.唯心论的,空想主义的,唯心主义者的"
mockery,n.嘲笑
derision,n.嘲笑
numinous,"adj.精神上的,超自然的"
occult,"adj.神秘的,玄妙的,不可思议的,超自然的v.掩蔽,隐藏n.神秘之事"
anomalous,"adj.不规则的,反常的"
aberrant,adj.异常的
frank,"adj.坦白的,率直的,老实的vt.免费邮寄n.免费邮寄特权 Frank 弗兰克(男子名)"
forthright,"adv.马上,立即adj.直接的,直率的,坦白的,豪爽的n.直路"
candor,"n.坦白,直率"
chicanery,"n.强辩,强词夺理,狡辩,欺骗"
subterfuge,n.托词
verifiable,"adj.能作证的,能证实的"
testable,
scarce,"adj.缺乏的,不足的,稀有的,不充足的"
deficient,"adj.缺乏的,不足的,不完善的"
lavish,"adj.非常大方的,过分丰富的,浪费的vt.浪费,滥用,慷慨给予"
sumptuous,"adj.奢侈的,华丽的"
sanguine,"adj.有望的,乐天的,面色红润的,血红色的,满怀希望的,指望的n.血红色,红腊笔vt.以血沾污,血染"
optimistic,adj.乐观的
waver,"n.动摇,开始退让,踌躇,挥动者vi.摇摆,颤抖,摆动,摇曳,犹豫"
oscillate,v.振荡
engender,v.造成
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
inaugurate,"vt.举行就职典礼,创新,开辟,举行开幕(落成、成立)典礼."
induce,"vt.劝诱,促使,导致,引起,感应"
elusive,"adj.难懂的,难捉摸的,易忘的"
cryptic,"adj.秘密的,含义模糊的,神秘的,隐藏的"
evasive,"adj.逃避的,推托的"
slippery,"adj.滑的,光滑的"
ponder,"v.沉思,考虑"
contemplate,"v.凝视,沉思,预期,企图"
proliferate,v.增生扩散
abound,"vi.多,大量存在,富于,充满"
paucity,n.极小量
vacuousness,
dearth,n.缺乏
impertinent,"adj.无关的,鲁莽的,不相干的"
presumptuous,adj.专横的
momentary,"adj.瞬间的,刹那间的"
evanescent,"adj.渐消失的,易消散的,会凋零的"
fleeting,
acute,"adj.敏锐的,[医]急性的,剧烈"
incisive,"adj.深刻的,尖锐的,激烈的"
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
monotonous,"adj.单调的,无变化的"
repetitive,"adj.重复的,反复性的"
manifest,"n.载货单,旅客名单adj.显然的,明白的vi.出现vt.表明,证明"
obvious,"adj.明显的,显而易见的"
self-evident,
reveal,"vt.展现,显示,揭示,暴露"
shriek,"v.尖声叫喊,耸人听闻地报道,尖声喊叫n.尖叫,尖声,尖声喊叫"
caterwaul,"n.猫叫春声,刺耳的尖叫声vi.叫春,发尖叫声,(象猫一样地)吵架"
ephemeral,"adj.朝生暮死的,短暂的,短命的"
short-lived,
transitory,adj.短时间的
erudite,adj.博学的
learned,"adj.有学问的,学术上的"
intriguing,"adj.迷人的,有迷惑力的,引起兴趣(或好奇心)的"
fascinating,"adj.迷人的,醉人的,着魔的"
magnanimous,"adj.宽宏大量的,有雅量的"
generous,"adj.慷慨的,大方的,有雅量的"
benevolent,adj.慈善的
untether,
divorce,"n.离婚,脱离vt.使离婚,与...脱离"
formulaic,"adj.(根据)公式的,用俗套话堆砌成的,刻板的"
canned,"adj.罐装的,录音的,一稿数用的,喝醉了的"
stratify,vt.(使)成层
hierarchical,
exceptional,"adj.例外的,异常的"
preternatural,adj.超自然的
palatable,adj.美味的
appetizing,"adj.美味可口的,促进食欲的"
esoteric,adj.深奥
arcane,"adj.神秘的,不可思议的"
recondite,"adj.深奥的,隐藏的,晦涩的"
abstruse,"adj.奥妙的,深奥的"
befuddle,"vt.使酒醉昏迷,使迷惑,使迷糊"
perplex,v.困惑
deliberate,"adj.深思熟虑的,故意的,预有准备的v.商讨"
calculation,"n.计算,考虑"
hamstring,"n.腿筋,腿窝vt.切断腿筋使成跛腿,使残废"
impair,v.削弱
hinder,"adj.后面的v.阻碍,打扰"
inhibit," 抑制,约束,[化][医]抑制"
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
formidable,"adj.强大的,令人敬畏的,可怕的,艰难的"
daunting,adj.使人畏缩的
compassionate,adj.富于同情心的
warmhearted,
ignorant,adj.无知的
unfamiliarity,
loquacious,"adj.多话的,饶舌的,潺潺的"
garrulous,"adj.饶舌的,啁啾的,多嘴的"
marginal,"adj.记在页边的,边缘的,边际的"
peripheral,adj.外围的n.外围设备
fringe,"n.边缘,须边,刘海adj.边缘的,额外的v.在...上加以缘饰,成为...的边缘"
callous,"adj.无情的,冷淡的,硬结的,起老茧的"
heartless,"adj.无情的,无勇气的"
discount,n.折扣
undervalue,v.低估
thwart,"adj.横放的vt.反对,阻碍,横过adv.prep.横过n.[船]横坐板"
frustrate,"v.挫败,阻挠,使感到灰心,阻止"
raillery,"n.开玩笑,逗趣"
banter,"n.善意地取笑,逗弄v.善意的与人开玩笑"
exasperate,v.激怒
irascibility,"n.易怒,脾气暴躁"
enigmatic,"adj.谜一般的,高深莫测的"
perplexing,"adj.复杂的,令人困惑的"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
riddle,"n.谜,谜语,神秘人物v.解谜,出谜,迷惑"
conundrum,"n.(答案有双关意义的)谜语,难题"
enervate,v.削弱
debilitate,"vt.使衰弱,使虚弱"
extinguish,"vt.熄灭,消灭,压制,使黯然失色,偿清"
douse,"vt.插入水中,把弄熄,弄湿,放松vi.浸泡n.泼洒"
excoriate,v.批判
crab,"n.螃蟹,类似螃蟹的动物,脾气乖戾的人,吹毛求疵vi.捕蟹,偏航,发牢骚vt.使偏航,发脾气,破坏"
indict,"vt.起诉,控告,指控,告发"
immutable,"adj.不可变的,不变的,不能变的,永恒的"
determinate,adj.确定的
secretive,"adj.秘密的,偷偷摸摸的,[生理]分泌的,促进分沁的"
furtive,"adj.偷偷摸摸的,鬼鬼祟祟的,秘密的,私下的,隐密的"
blatant,"adj.喧嚣的,俗丽的,吵闹的,炫耀的"
conspicuous,adj.显著的
flamboyant,"adj.辉耀的,华丽的,火焰似的,艳丽的"
showy,"adj.浮华的,(过分)艳丽的,炫耀的,卖弄的"
lucid,adj.明晰的
clarity,"n.清楚,透明"
opaque,"n.不透明物adj.不透明的,不传热的,迟钝的"
inaccessible,"adj.达不到的,难以接近"
divisive,"adj.区分的,不和的,分裂的"
controversial,"adj.争论的,争议的"
transcend,"vt.超越,胜过"
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
resonate,"v.(使)共鸣,(使)共振"
ring true,
impetuous,"adj.冲动的,猛烈的,激烈的"
precipitate,"n.沉淀物vt.猛抛,使陷入,促成,使沉淀vi.猛地落下adj.突如其来的,陡然下降(或下落)的,贸然轻率的"
disparate,adj.全异的
heterogeneous,adj.不同种类的 异类的
dissimilar,"adj.不同的,相异的"
variant,adj.不同的n.变量
diverse,"adj.不同的,变化多的"
respite,n.暂缓v.暂缓
lull,"n.暂停,麻痹vt.使平静,哄骗,使安静vi.变平静"
relief,"n.(痛苦等的)减轻,(债务等的)免除,救济,调剂,安慰,浮雕,地貌"
break,"n.休息,暂停,破裂,突变v.打破,违犯,折断,削弱,超过,突变"
rankle,"vi.溃烂,发炎,怨恨vt.激怒"
gall,"n.胆汁,恶毒,怨恨,五倍子,苦味,磨伤(尤指马的),肿痛,恼怒vt.磨伤,烦恼,屈辱vi.被磨伤"
acquiesce,"vi.默许,勉强同意"
accession,"n.就职,就任,添加,增加"
remedy,"n.药物,治疗法,补救,赔偿vt.治疗,补救,矫正,修缮,修补"
recipe,n.处方
purposeful,adj.有目的的
designed,"adj.有计划的,原意的"
malleable,"adj.有延展性的,可锻的"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
barbarity,"n.残暴的行为,残忍"
cruelty,"n.残忍,残酷"
crudity,"n.生,生硬,不熟"
sanctimonious,adj.假装神圣的
preachy,"adj.爱讲道的,爱唠叨的"
didactic,"adj.教诲的,说教的"
inexorable,adj.无情的
implacable,"adj.不缓和的,不安静的"
deference,"n.顺从,尊重"
respectful,"adj.恭敬的,尊敬的,尊重人的,有礼貌的"
lugubrious,"adj.(尤指故意装出来的)可怜的,悲惨的,悲哀的"
gloomy,"adj.黑暗的,阴沉的,令人沮丧的,阴郁的"
denounce,"vt.公开指责,公然抨击,谴责"
lambaste,"vt.痛打,严责"
parochial,"adj.教区的,地方范围的,狭小的"
provincial,adj.省的
primitive,"adj.原始的,远古的,粗糙的,简单的"
ancient,"adj.远古的,旧的"
rudimentary,"adj.根本的,未发展的"
encyclopedic,"adj.如百科辞典的,百科全书式的"
exhaustive,"adj.无遗漏的,彻底的,详尽的,无遗的"
nondescript,"adj.无可名状的,难以区别的,无特征的n.无以名状,不属任何类型的人"
unexceptional,"adj.非例外的,普通的"
adverse,"adj.不利的,敌对的,相反的"
unfavorable,"adj.不宜的,不顺利的,相反的,令人不快的"
dubious,"adj.可疑的,不确定的"
suspect,"n.嫌疑犯adj.令人怀疑的,不可信的,可疑的v.怀疑,猜想,对...有所觉察"
serendipitous,adj.偶然发现的
fortuitous,"adj.偶然的,幸运的"
mercurial,"adj.墨丘利神的,水星的,雄辩机智的,活泼善变的,水银的n.水银剂,汞剂"
volatile,"adj.飞行的,挥发性的,可变的,不稳定的,轻快的,爆炸性的n.[现罕]有翅的动物,挥发物"
inconstant,adj.变化无常的
fortuitous,"adj.偶然的,幸运的"
accidental,"adj.意外的,非主要的,附属的n.非本质属性,次要方面"
serendipitous,adj.偶然发现的
luxuriant,"adj.丰产的,丰富的,肥沃的,奢华的"
rampant,"adj.猖獗的,蔓生的,猛烈的,狂暴的,跛拱的"
recoil,"n.畏缩,后退,弹回,反作用,后座力vi.退却,畏缩,弹回,撤退,反冲"
shrink,"v.收缩,(使)皱缩,缩短"
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
vacillate,v.犹豫不定
vary,"vt.改变,变更,使多样化vi.变化,不同,违反"
contentious,"adj.好争吵的,争论的,有异议的"
controversial,"adj.争论的,争议的"
fraught,adj.充满...的
polemical,"adj.辩论法,辩论术,好辩的,挑起争端的"
patchwork,"n.拼缝物,拼缀物,拼凑物"
hodgepodge,n.大杂烩
welter,"vi.翻滚,滚动,挣扎,浸湿,沉溺,颠簸n.翻滚,汹涌,混乱,起伏,重骑师"
palpable,"adj.可触知的,明显的"
perceptible,"adj.可察觉的,显而易见的,感觉得到的"
material,"n.材料,原料,物资,素材,布料adj.物质的,肉体的,具体的,重要的,实质性的"
effusive,"adj.感情横溢的,流出的"
emotional,"adj.情绪的,情感的"
lyrical,"adj.抒情诗调的,充满感情的,热情的"
sluggish,adj.行动迟缓的
listless,"adj.倦怠的,冷漠的,情绪低落的"
ornamental,"n.装饰物,观赏植物adj.装饰性的,装饰的,装饰用的"
decorative,adj.装饰的
panacea,n.万能药
cure-all,
inflammatory,adj.煽动性的
provocative,adj.煽动的n.刺激物
ill-advised,
misguided,adj.被误导的
malfeasance,"n.不正当,不法行为,渎职"
