triumph,"n.胜利,成功v.获得胜利"
objective,"n.目标,目的,(显微镜的)(接)物镜,[语法]宾格adj.客观的,[语法]宾格的"
omit,"vt.省略,疏忽,遗漏"
penetrate,"vt.穿透,渗透,看穿,洞察vi.刺入,看穿,渗透,弥漫"
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构vt.划分,绘图,密谋vi.密谋,策划"
porcelain,"n.瓷器,瓷adj.瓷制的,精美的,脆的"
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
preceding,"adj.在前的,前述的"
preclude,n.排除
prefer,"vt.更喜欢,宁愿"
prejudice,"n.偏见,成见,损害,侵害v.损害"
prescribe,"v.指示,规定,处(方),开(药)"
preside,v.主持
presume,"vt.假定,假设,认为"
smash,"v.打碎,粉碎n.打碎,粉碎adj.出色的"
sniff,"v.用力吸,嗅,闻到,发觉,轻视,用力吸气n.吸,闻,吸气声,嗤之以鼻"
solemn,"adj.庄严的,隆重的,严肃的"
specialize,"vi.专攻,专门研究,使适应特殊目的,使专用于"
splendid,"adj.壮丽的,辉煌的,极好的"
squeeze,"n.压榨,挤v.压榨,挤,挤榨"
mortal,"n.凡人,人类adj.必死的,致命的,人类的,临终的adj.<口>极端的,非常大(长)的"
mortgage,n.抵押v.抵押
relax,"vi.放松,休息,休养,变从容vt.使松驰,缓和,使松懈,使休息"
sack,"n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫vt.解雇,装入袋,洗劫,就寝"
sacred,"adj.神的,宗教的,庄严的,神圣的"
career,"n.(原意:道路,轨道)事业,生涯,速度"
caress,"n.爱抚,接吻vt.抚爱"
carpenter,n.木匠
carpet,n.地毯
freight,"n.货物,船货,运费,货运vt.装货,使充满,运送"
conquest,n.征服n.战利品
romantic,"adj.传奇式的,浪漫的,空想的,夸大的"
roof,"n.屋顶,房顶,顶"
root,"n.根,根部,根本,根源v.(使)生根,(使)扎根,使立定不动,坚定不移,确立"
rot,"v.(使)腐烂,(使)腐败n.腐烂,腐败"
rotten,"adj.腐烂的,恶臭的,堕落的,(岩石等)风化的,虚弱的,无用的"
rotate,v.(使)旋转 /v.旋转/翻转
rotary,adj.旋转的
conscience,"n.良心,道德心"
polite,"adj.有礼貌的,客气的,有教养的,文雅的"
political,"adj.政治的,行政上的"
politician,"n.政治家,政客"
politics,"n.政治,政治学,政纲,政见"
retort,"v.反驳,反击,回报n.曲颈甑,曲颈瓶,蒸器"
retreat,"vi.撤退,退却n.撤退,退却"
retrieve,v.重新得到n.找回
retrospect,n.回顾
return,"n.回来,返回,来回票,利润,回答adj.返回的,回程的,报答的,反向的,重现的vi.回返,归还vt.归还,回报,报告,获得,回答,返回"
reverse,"n.相反,背面,反面,倒退adj.相反的,倒转的,颠倒的vt.颠倒,倒转"
revise,"vt.修订,校订,修正,修改"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
revolt,"v.反抗,起义,反叛,反感,厌恶"
revolve,"v.(使)旋转,考虑,循环出现"
reward,"n.报酬,奖金vt.酬劳,奖赏"
brilliant,"adj.灿烂的,闪耀的,有才气的"
pneumonia,n.[医] 肺炎
pocket,"n.衣袋,口袋,钱,财vt.装...在口袋里,隐藏(感情),据为己有,击...入袋adj.袖珍的,小型的"
brim,"n.(杯,碗等)边,边缘,(河)边vt.注满,使满溢vi.满溢"
brisk,"adj.敏锐的,凛冽的,轻快的,活泼的vt.使活泼vi.活跃起来"
brittle,"adj.易碎的,脆弱的"
sociable,"adj.好交际的,友善的,增进友谊的,喜欢群居的"
social,"adj.社会的,爱交际的,社交的,群居的"
socialism,"n.社会主义,社会主义运动"
society,"n.社会,...会,...社,友伴,交际,社交界,上流社会"
sociology,n.社会学
up-to-date,
upward,"adj.向上的,(声调)声高的adv.以上"
urban,"adj.城市的,市内的"
urge,"vt.催促,力劝n.强烈欲望,迫切要求v.促进"
urgent,"adj.急迫的,紧急的"
used,"adj.习惯的,旧的,用旧了的"
equator,"n.赤道,赤道似的圈.圆"
equivalent,"adj.相等的,相当的,同意义的n.等价物,相等物"
equip,"vt.装备,配备,训练,准备行装"
equipment,"n.装备,设备,器材,装置,铁道车辆,(一企业除房地产以外的)固定资产,才能"
crystallize,v.明确
era,"n.时代,纪元,时期,[地]代"
erase,"vt.抹去,擦掉,消磁,<俚>杀死"
weary,"adj.疲倦的,厌倦的,令人厌烦的,疲劳v.疲倦,厌倦,厌烦"
wedding,"n.婚礼,婚宴,结合,结婚典礼"
wedge,"n.楔vt.楔入,楔进"
weed,"n.野草,杂草v.除草,铲除"
weep,"n.哭,哭泣,滴下vi.哭泣,流泪,哀悼,滴落vt.哭着使...,悲叹,滴下"
neat,"adj.整洁的,灵巧的,优雅的,(酒)纯的,未搀水的"
weigh,"vt.称...重量,称vi.重(若干)"
weight,"n.重力,重量,分量,砝码,重要(性),势力,负担,重累"
weird,"adj.怪异的,超自然的,神秘的,不可思议的,超乎事理之外的n.<古><苏格兰>命运,预言,符咒"
welcome,n.欢迎vt.欢迎int.欢迎adj.受欢迎的
weld,"vt.焊接n.焊接,焊缝"
zeal,"n.热心,热情,热诚"
zebra,n.斑马
prone,adj.倾向于
thorny,"adj.多刺的,痛苦的"
expire,"v.期满,终止,呼气,断气,届满"
zoom,"n.急速上升,陡直上升,图象电子放大,缩放,嗡嗡声vi.突然扩大,急速上升,摄象机移动vt.使摄象机移动"
abandon,"vt.放弃,遗弃;n.放任,狂热"
abdomen,"n.腹,腹部"
abide,"vi.坚持,遵守;vt.忍受,容忍"
ability,"n.能力,才干"
abnormal,"adj.反常的,变态的"
commemorate,vt.纪念
commence,"v.开始,着手"
paradise,n.天堂
commend,"vt.称赞,表扬,推荐,委托,吸引"
paradox,"n.似非而是的论点,自相矛盾的话"
comment,"n.注释,评论,意见vi.注释,评论"
parade,"n.游行,炫耀,阅兵,检阅,阅兵场v.游行,炫耀,夸耀,(使)列队行进"
commerce,n.商业
commercial,"adj.商业的,贸易的"
orientation,"n.方向,方位,定位,倾向性,向东方"
origin,"n.起源,由来,起因,出身,血统,[数]原点"
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
originate,"vt.引起,发明,发起,创办vi.起源,发生"
reveal,"vt.展现,显示,揭示,暴露"
revelation,"n.显示,揭露,被揭露的事,新发现,启示,揭示"
conscious,
paralyze,"vt.使瘫痪,使麻痹"
breach,"n.违背,破坏,破裂,裂口vt.打破,突破"
ornament,"n.装饰物,教堂用品vt.装饰,修饰"
parachute,n.降落伞
revenge,"n.报仇,复仇vt.替...报仇,复仇"
paste,"n.糊,面团,黏土团vt.用浆糊粘,张贴n.粘贴"
revenue,"n.收入,国家的收入,税收"
passion,"n.激情,热情,耶稣的受难和死亡"
passive,adj.被动的
pastime,"n.消遣,娱乐"
simply,"adv.简单地,完全,简直,仅仅,只不过,朴素地,只是"
simplify,"vt.单一化,简单化"
simplicity,"n.简单,简易,朴素,直率"
underestimate,"vt.低估,看轻n.低估"
undergo,"vt.经历,遭受,忍受"
undergraduate,"n.大学肄业生,(尚未取得学位的)大学生adj.大学生的"
underlying,"adj.在下面的,根本的,潜在的,[商]优先的"
underline,"vt.在...下面划线,作...的衬里,加下划线,强调n.下划线"
consent,"vi.同意,赞成,答应n.同意,赞成,允诺"
underneath,adv.在下面 prep.在...的下面
undertake,"vt.承担,担任,许诺,保证v.采取"
entertain,"vt.娱乐,招待,接受,怀抱vi.款待"
entertainment,"n.款待,娱乐,娱乐表演"
enthusiasm,"n.狂热,热心,积极性,激发热情的事物"
enthusiastic,"adj.热心的,热情的"
nominal,"adj.名义上的,有名无实的,名字的,[语]名词性的n.名词性词"
nominate,"vt.提名,推荐,任命,命名"
observe,"vt.观察,观测,遵守,评述,说"
observation,"n.观察,观测,[pl.] 观察资料(或报告)"
notable,"adj.值得注意的,显著的,著名的"
noticeable,"adj.显而易见的,值得注意的"
notify,v.通报
notion,"n.概念,观念,想法,意见,打算,主张,(复数)<美语>小饰物"
operate,"v.操作,运转,开动,起作用,动手术,开刀n.[军]作军事行动"
operational,"adj.操作的,运作的"
operator,"n.操作员,工作者,(电话)接线员,报务员,手术员,行家,经营者,算子"
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
consequence,"n.结果,[逻]推理,推论,因果关系,重要的地位"
transfer,"n.迁移,移动,传递,转移,调任,转帐,过户,转让vt.转移,调转,调任,传递,转让,改变vi.转移,转学,换车"
transform,"vt.转换,改变,改造,使...变形vi.改变,转化,变换n.[数]变换(式),[语]转换"
transient,"adj.短暂的,瞬时的n.瞬时现象"
transistor,n.[电子]晶体管
transition,"n.转变,转换,跃迁,过渡,变调"
translate,"vt.翻译,解释,转化,转变为,调动vi.翻译,能被译出"
translation,"n.翻译,译文,转化,调任,转换[物][数]平移"
transmit,"vt.传输,转送,传达,传导,发射,遗传,传播vi.发射信号,发报"
transmission,"n.播送,发射,传动,传送,传输,转播"
transparent,"adj.透明的,显然的,明晰的"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
transport,"n.传送器,运输,运输机,激动,流放犯,狂喜vt.传送,运输,流放,放逐"
wrench,"n.扳钳,扳手,猛扭,痛苦,扭伤,歪曲vt.猛扭,使扭伤,曲解,抢,折磨vi.猛扭,绞痛"
wretched,"adj.可怜的,悲惨的,肮脏的,恶劣的"
wrinkle,n.皱纹v.使皱
yet,"adv.仍,至今,益发,更 conj.然而,但是"
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
youngster,"n.年青人,少年"
fabulous,"adj.寓言中的,寓言般的,神话般的,传统上的,惊人的,难以置信的"
facility,"n.容易,简易,灵巧,熟练,便利,敏捷,设备,工具"
fascinate,"vt.使着迷,使神魂颠倒vi.入迷,极度迷人的"
super,"n.不重要的角色,冗员vt.用冷纱布贴(书背)vi.充当跑龙套的角色adj.上等的,特大的,特级的,十分的,过分的,极好的adv.非常 /n.上标/下标"
superficial,"adj.表面的,肤浅的,浅薄的"
superior,"n.长者,高手,上级adj.较高的,上级的,上好的,出众的,高傲的"
supersonic,"adj.超音波的n.超声波,超声频"
superstition,n.迷信
supervise,"v.监督,管理,指导"
worldwide,adj.全世界的
productive,"adj.生产性的,生产的,能产的,多产的"
profession,"n.职业,专业,表白,宣布"
proficiency,"n.熟练,精通,熟练程度"
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
diverse,"adj.不同的,变化多的"
divert,"v.转移,转向,使高兴"
divide,"v.分,划分,分开,隔开,"
considerable,"adj.相当大(或多)的,值得考虑的,相当可观的"
alien,"n.外侨adj.外国的,相异的,不同,背道而驰"
allege,"vt.宣称,断言"
alleviate,"vt.使(痛苦等)易于忍受,减轻"
alliance,"n.联盟,联合"
chart,"n.海图,图表vt.制图"
charter,"vt.租,包(船、车等)n.宪章"
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
exploit,"vt.开拓,开发,开采,剥削,用以自肥v.使用"
explore,"v.探险,探测,探究"
frown,"vi.皱眉,蹙额,不赞成,反对v.皱眉"
fruitful,"adj.果实结得多的,多产的,富有成效的"
frustrate,"v.挫败,阻挠,使感到灰心,阻止"
fuel,"n.燃料vt.加燃料,供以燃料vi.得到燃料"
fulfill,"vt.履行,实现,完成(计划等)"
linear,"adj.线的,直线的,线性的"
linger,"v.逗留,闲荡,拖延,游移"
linguistic,"adj.语言上的,语言学上的"
liquid,"n.液体,流体,流音adj.液体的,清澈的,透明的,明亮的,流动的,易变的,(财务)易变卖的"
overall,"adj.全部的,全面的"
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
overflow,"n.溢出,超值,泛滥,充满,洋溢v.(使)泛滥,(使)溢出,(使)充溢"
overhead,"adj.在头上的,高架的n.企业一般管理费用,天花板adv.在头顶上,在空中,在高处"
consist,"vi.由...组成,在于,一致"
overlap,v.(与...)交迭
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
overnight,"n.头天晚上adj.通宵的,晚上的,前夜的adv.在前一夜,整夜,昨晚一晚上"
overpass,"n.<美>天桥,陆桥vt.胜过,通过,忽视"
overseas,"adv.海外adj.外国的,海外的"
overtake,"vt.赶上,追上,(暴风雨、麻烦等)突然来袭,压倒"
overthrow,"n.推翻,打倒,扔得过远得球vt.打倒,推翻,颠覆"
overtime,"n.超时,加班,延长时间adj.超时的,加班的adv.加班地vt.使超时"
overturn,"n.倾覆,破灭,革命vt.推翻,颠倒vi.翻倒n.翻转,毁灭"
overwhelm,"vt.淹没,覆没,受打击,制服,压倒"
overwhelming,"adj.压倒性的,无法抵抗的"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
ridiculous,"adj.荒谬的,可笑的"
opaque,"n.不透明物adj.不透明的,不传热的,迟钝的"
rigid,"adj.刚硬的,刚性的,严格的"
rigorous,"adj.严格的,严厉的,严酷的,严峻的"
pamphlet,n.小册子
patriotic,"adj.爱国的,有爱国心的"
perform,"vt.履行,执行,表演,演出v.完成任务"
rather,"adv.宁愿,宁可,更正确,更合适,有点,相当"
setback,"n.顿挫,挫折,退步,逆流,(疾病的)复发"
cater,"vi.备办食物,满足(需要),投合"
civilian,"n.平民,公务员,文官adj.民间的,民用的"
climax,"n.高潮,顶点"
costume,"n.装束,服装"
cue,"n.暗示,提示,球杆"
dash,"n.少量(搀加物),冲撞,破折号,锐气,精力,干劲vi.猛掷,冲撞vt.泼溅,使猛撞,搀和,使破灭,使沮丧,匆忙完成"
grant,"vt.同意,准予,承认(某事为真)～"
heal,"v.治愈,医治,结束"
highlight,"n.加亮区,精彩场面,最显著(重要)部分vt.加亮,使显著,以强光照射,突出"
hint,"n.暗示,提示,线索"
hijack,"vt.抢劫,劫持,劫机,揩油"
humiliate,"v.羞辱,使丢脸,耻辱"
enlighten,"vt.启发,启蒙,教导,授予...知识,开导,<古>照耀"
entitle,"vt.给...权利(或资格),给...题名,给...称号v.授权,授权"
evolve,"v.(使)发展,(使)进展,(使)进化"
ritual,"n.典礼,(宗教)仪式,礼节adj.典礼的,(宗教)仪式的"
rival,"n.竞争者,对手v.竞争,对抗,相匹敌"
roar,"n.吼叫,怒号vi.吼叫,怒号v.滚动,咆哮"
conspiracy,"n.共谋,阴谋"
various,"adj.不同的,各种各样的,多方面的,多样的"
variety,"n.变化,多样性,种种,品种,种类"
consistent,"adj.一致的,调和的,坚固的,[数、统]相容的"
variable,"n.[数]变数,可变物,变量adj.可变的,不定的,易变的,[数]变量的"
endeavor,"n.努力,尽力vi.尽力,努力"
roast,"v.烤,烘,烘烤,暴露于某种热力下以得温暖"
denote,"vt.指示,表示"
console,"vt.安慰,藉慰n.[计] 控制台"
endurance,"n.忍耐(力),持久(力),耐久(性)"
endure,"v.耐久,忍耐"
enemy,"n.敌人,仇敌,[集合名词]敌军,[喻]大敌adj.敌人的,敌方的"
energetic,"adj.精力充沛的,积极的"
energy,"n.精力,精神,活力,[物]能量"
democracy,"n.民主政治,民主主义"
democratic,"adj.民主的,民主主义的,民主政体的,平民的"
demonstrate,"vt.示范,证明,论证vi.示威"
denial,"n.否认,否定,谢绝,拒绝"
denounce,"vt.公开指责,公然抨击,谴责"
dense,"adj.密集的,浓厚的"
density,n.密度
dental,adj.牙齿的
frequency,"n.频率,周率,发生次数"
deny,"v.否认,拒绝"
department,"n.部,局,处,科,部门,系,学部"
departure,"n.启程,出发,离开"
depend,"vi.依靠,依赖"
dependent,"adj.依靠的,依赖的,由...决定的,随...而定的"
update,"v.使现代化,修正,校正,更新n.现代化,更新"
upgrade,"n.升级,上升,上坡adv.往上vt.使升级,提升,改良品种"
uphold,"vt.支持,赞成"
upright,"adj.垂直的,竖式的,正直的,诚实的,合乎正道的adv.笔直,竖立着n.垂直,竖立"
uproar,"n.喧嚣,骚动"
upset,"vt.颠覆,推翻,扰乱,使不适,使心烦vi.翻倒,倾覆n.翻倒,混乱"
successive,"adj.继承的,连续的"
vehicle,"n.交通工具,车辆,媒介物,传达手段"
succeed,"vi.(～ in) 成功v.继...之后,继任,继承,取得成功"
redundant,adj.多余的
reference,"n.提及,涉及,参考,参考书目,证明书(人),介绍信(人)"
succession,"n.连续,继承,继任,演替,[农业] 轮栽,连续性"
veil,"n.面纱,面罩,帐,幕,掩饰物,遮蔽物,口实,假托vt.戴面纱,隐藏,遮蔽,掩饰vi.蒙上面纱"
establishment,"n.确立,制定,设施,公司,军事组织"
perplex,v.困惑
persevere,v.坚持
abroad,"adv.往国外,到处,海外,广泛,差得远,心里没有谱"
perish,"vi.毁灭,死亡,腐烂,枯萎vt.毁坏,使麻木"
emphasis,"n.强调,重点"
reign,"vi.统治,支配,盛行,占优势n.统治,统治时期,支配"
velocity,"n.速度,速率,迅速,周转率"
verb,n.[语]动词
verdict,"n.[律](陪审团的)裁决,判决,判断,定论,结论"
resent,"v.愤恨,怨恨"
establish,"vt.建立,设立,安置,使定居,使人民接受,确定v.建立"
absorb,"vt.吸收,吸引"
abrupt,"adj.突然的,陡峭的,生硬的"
absent,"adj.不在的,缺席的,缺少的;vt.缺席"
absence,"n.不在,缺席,缺乏,没有"
absolute,"adj.完全的,绝对的"
vein,"n.血管,静脉,叶脉,翅脉,矿脉,纹理,性情,心绪vt.使成脉络,象脉络般分布于"
venture,"n.冒险,投机,风险v.冒险,冒昧,斗胆,胆敢(谦语)"
ventilate,"vt.使通风,给...装通风设备"
converge,"v.聚合,集中于一点vt.会聚"
permit,"n.通行证,许可证,执照v.许可,允许,准许"
verbal,adj.口头的
empirical,"adj.完全根据经验的,经验主义的,[化]实验式"
period,"n.时期,学时,节,句点,周期,(妇女的)经期adj.过去某段时期的int.没有了"
permanent,"adj.永久的,持久的"
periodical,"adj.周期的,定期的n.期刊,杂志"
permeate,"vt.弥漫,渗透,透过,充满vi.透入"
ditch,"n.沟,沟渠,壕沟"
persecute,v.迫害
exempt,v.免除adj.被免除的
scarce,"adj.缺乏的,不足的,稀有的,不充足的"
scarcely,"adv.几乎不,简直没有"
scare,"v.惊吓,受惊,威吓n.惊恐,恐慌,恐惧"
scarf,"n.围巾,头巾领巾,嵌接,嵌接处,切口v.围(围巾),披(头巾)嵌接"
scatter,"v.分散,散开,撒开,驱散"
scene,"n.现场,场面,情景,景色,发生地点,[戏剧]一场,布景,道具布置"
scenery,"n.风景,景色"
scent,"n.气味,香味,香水,线索,嗅觉,臭迹vt.闻出,嗅,发觉,循着遗臭追踪,使充满气味vi.嗅猎,发出气味"
schedule,"n.时间表,进度表v.确定时间"
scheme,"n.安排,配置,计划,阴谋,方案,图解,摘要v.计划,设计,图谋,策划"
accelerate,"v.加速,促进"
accent,"n.重音,口音,重音符"
